,1000,500,100,80,50,40,30,20,10
1,3276,8584.0,56091.0,70576.0,109034.0,132985.0,169409.0,234885.0,369008.0
2,1317,2734.0,12337.0,13457.0,15258.0,15312.0,15146.0,12953.0,6366.0
3,666,1296.0,3189.0,2940.0,2248.0,1881.0,1328.0,647.0,89.0
4,409,807.0,800.0,624.0,281.0,193.0,104.0,18.0,1.0
5,276,514.0,208.0,127.0,51.0,17.0,3.0,0.0,0.0
6,206,337.0,53.0,22.0,5.0,4.0,0.0,0.0,0.0
8,121,165.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7,120,261.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0
9,81,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,76,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,57,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,48,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,47,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,44,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,35,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,30,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,26,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,21,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,14,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,13,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,12,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,11,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,8,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
